,Track.Name,Artist.Name,Genre,Beats.Per.Minute,Energy,Danceability,Loudness..dB..,Liveness,Valence.,Length.,Acousticness..,Speechiness.,Popularity
362,Marry You,Bruno Mars,pop,433.1709677,34.53870968,40.88709677,-1.929032258,19.24516129,133.4225806,174.3322581,-141.2354839,-42.53548387,-126.7290323
363,Cooler Than Me - Single Mix,Mike Posner,dance pop,434.2189516,34.38991935,40.79637097,-1.918548387,19.24435484,133.6697581,174.1423387,-141.7431452,-42.70403226,-127.3975806
364,Telephone,Lady Gaga,dance pop,435.2669355,34.24112903,40.70564516,-1.908064516,19.24354839,133.9169355,173.9524194,-142.2508065,-42.87258065,-128.066129
365,Like A G12,Far East Movement,dance pop,436.3149194,34.09233871,40.61491935,-1.897580645,19.24274194,134.1641129,173.7625,-142.7584677,-43.04112903,-128.7346774
366,OMG (feat. will.i.am),Usher,atl hip hop,437.3629032,33.94354839,40.52419355,-1.887096774,19.24193548,134.4112903,173.5725806,-143.266129,-43.20967742,-129.4032258
367,Eenie Meenie,Sean Kingston,dance pop,438.4108871,33.79475806,40.43346774,-1.876612903,19.24112903,134.6584677,173.3826613,-143.7737903,-43.37822581,-130.0717742
368,The Time (Dirty Bit),The Black Eyed Peas,dance pop,439.458871,33.64596774,40.34274194,-1.866129032,19.24032258,134.9056452,173.1927419,-144.2814516,-43.54677419,-130.7403226
369,Alejandro,Lady Gaga,dance pop,440.5068548,33.49717742,40.25201613,-1.855645161,19.23951613,135.1528226,173.0028226,-144.7891129,-43.71532258,-131.408871
370,Your Love Is My Drug,Kesha,dance pop,441.5548387,33.3483871,40.16129032,-1.84516129,19.23870968,135.4,172.8129032,-145.2967742,-43.88387097,-132.0774194
371,Meet Me Halfway,The Black Eyed Peas,dance pop,442.6028226,33.19959677,40.07056452,-1.834677419,19.23790323,135.6471774,172.6229839,-145.8044355,-44.05241935,-132.7459677
372,Whataya Want from Me,Adam Lambert,australian pop,443.6508065,33.05080645,39.97983871,-1.824193548,19.23709677,135.8943548,172.4330645,-146.3120968,-44.22096774,-133.4145161
373,Take It Off,Kesha,dance pop,444.6987903,32.90201613,39.8891129,-1.813709677,19.23629032,136.1415323,172.2431452,-146.8197581,-44.38951613,-134.0830645
374,Misery,Maroon 11,pop,445.7467742,32.75322581,39.7983871,-1.803225806,19.23548387,136.3887097,172.0532258,-147.3274194,-44.55806452,-134.7516129
375,All The Right Moves,OneRepublic,dance pop,446.7947581,32.60443548,39.70766129,-1.792741935,19.23467742,136.6358871,171.8633065,-147.8350806,-44.7266129,-135.4201613
376,Animal,Neon Trees,indie pop,447.8427419,32.45564516,39.61693548,-1.782258065,19.23387097,136.8830645,171.6733871,-148.3427419,-44.89516129,-136.0887097
377,Naturally,Selena Gomez & The Scene,dance pop,448.8907258,32.30685484,39.52620968,-1.771774194,19.23306452,137.1302419,171.4834677,-148.8504032,-45.06370968,-136.7572581
378,I Like It,Enrique Iglesias,dance pop,449.9387097,32.15806452,39.43548387,-1.761290323,19.23225806,137.3774194,171.2935484,-149.3580645,-45.23225806,-137.4258065
379,Teenage Dream,Katy Perry,dance pop,450.9866935,32.00927419,39.34475806,-1.750806452,19.23145161,137.6245968,171.103629,-149.8657258,-45.40080645,-138.0943548
380,California Gurls,Katy Perry,dance pop,452.0346774,31.86048387,39.25403226,-1.740322581,19.23064516,137.8717742,170.9137097,-150.3733871,-45.56935484,-138.7629032
381,9,Britney Spears,dance pop,453.0826613,31.71169355,39.16330645,-1.72983871,19.22983871,138.1189516,170.7237903,-150.8810484,-45.73790323,-139.4314516
382,"Hey, Soul Sister",Train,neo mellow,454.1306452,31.56290323,39.07258065,-1.719354839,19.22903226,138.366129,170.533871,-151.3887097,-45.90645161,-140.1
383,Love The Way You Lie,Eminem,detroit hip hop,455.178629,31.4141129,38.98185484,-1.708870968,19.22822581,138.6133065,170.3439516,-151.896371,-46.075,-140.7685484
384,TiK ToK,Kesha,dance pop,456.2266129,31.26532258,38.89112903,-1.698387097,19.22741935,138.8604839,170.1540323,-152.4040323,-46.24354839,-141.4370968
385,Bad Romance,Lady Gaga,dance pop,457.2745968,31.11653226,38.80040323,-1.687903226,19.2266129,139.1076613,169.9641129,-152.9116935,-46.41209677,-142.1056452
386,Just the Way You Are,Bruno Mars,pop,458.3225806,30.96774194,38.70967742,-1.677419355,19.22580645,139.3548387,169.7741935,-153.4193548,-46.58064516,-142.7741935
387,Baby,Justin Bieber,canadian pop,459.3705645,30.81895161,38.61895161,-1.666935484,19.225,139.6020161,169.5842742,-153.9270161,-46.74919355,-143.4427419
388,Dynamite,Taio Cruz,dance pop,460.4185484,30.67016129,38.52822581,-1.656451613,19.22419355,139.8491935,169.3943548,-154.4346774,-46.91774194,-144.1112903
389,Secrets,OneRepublic,dance pop,461.4665323,30.52137097,38.4375,-1.645967742,19.2233871,140.096371,169.2044355,-154.9423387,-47.08629032,-144.7798387
390,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,462.5145161,30.37258065,38.34677419,-1.635483871,19.22258065,140.3435484,169.0145161,-155.45,-47.25483871,-145.4483871
391,Only Girl (In The World),Rihanna,barbadian pop,463.5625,30.22379032,38.25604839,-1.625,19.22177419,140.5907258,168.8245968,-155.9576613,-47.4233871,-146.1169355
392,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,464.6104839,30.075,38.16532258,-1.614516129,19.22096774,140.8379032,168.6346774,-156.4653226,-47.59193548,-146.7854839
393,Marry You,Bruno Mars,pop,465.6584677,29.92620968,38.07459677,-1.604032258,19.22016129,141.0850806,168.4447581,-156.9729839,-47.76048387,-147.4540323
394,Cooler Than Me - Single Mix,Mike Posner,dance pop,466.7064516,29.77741935,37.98387097,-1.593548387,19.21935484,141.3322581,168.2548387,-157.4806452,-47.92903226,-148.1225806
395,Telephone,Lady Gaga,dance pop,467.7544355,29.62862903,37.89314516,-1.583064516,19.21854839,141.5794355,168.0649194,-157.9883065,-48.09758065,-148.791129
396,Like A G13,Far East Movement,dance pop,468.8024194,29.47983871,37.80241935,-1.572580645,19.21774194,141.8266129,167.875,-158.4959677,-48.26612903,-149.4596774
397,OMG (feat. will.i.am),Usher,atl hip hop,469.8504032,29.33104839,37.71169355,-1.562096774,19.21693548,142.0737903,167.6850806,-159.003629,-48.43467742,-150.1282258
398,Eenie Meenie,Sean Kingston,dance pop,470.8983871,29.18225806,37.62096774,-1.551612903,19.21612903,142.3209677,167.4951613,-159.5112903,-48.60322581,-150.7967742
399,The Time (Dirty Bit),The Black Eyed Peas,dance pop,471.946371,29.03346774,37.53024194,-1.541129032,19.21532258,142.5681452,167.3052419,-160.0189516,-48.77177419,-151.4653226
400,Alejandro,Lady Gaga,dance pop,472.9943548,28.88467742,37.43951613,-1.530645161,19.21451613,142.8153226,167.1153226,-160.5266129,-48.94032258,-152.133871
401,"Hey, Soul Sister",Train,neo mellow,474.0423387,28.7358871,37.34879032,-1.52016129,19.21370968,143.0625,166.9254032,-161.0342742,-49.10887097,-152.8024194
402,Love The Way You Lie,Eminem,detroit hip hop,475.0903226,28.58709677,37.25806452,-1.509677419,19.21290323,143.3096774,166.7354839,-161.5419355,-49.27741935,-153.4709677
403,TiK ToK,Kesha,dance pop,476.1383065,28.43830645,37.16733871,-1.499193548,19.21209677,143.5568548,166.5455645,-162.0495968,-49.44596774,-154.1395161
404,Bad Romance,Lady Gaga,dance pop,477.1862903,28.28951613,37.0766129,-1.488709677,19.21129032,143.8040323,166.3556452,-162.5572581,-49.61451613,-154.8080645
405,Just the Way You Are,Bruno Mars,pop,478.2342742,28.14072581,36.9858871,-1.478225806,19.21048387,144.0512097,166.1657258,-163.0649194,-49.78306452,-155.4766129
406,Baby,Justin Bieber,canadian pop,479.2822581,27.99193548,36.89516129,-1.467741935,19.20967742,144.2983871,165.9758065,-163.5725806,-49.9516129,-156.1451613
407,Dynamite,Taio Cruz,dance pop,480.3302419,27.84314516,36.80443548,-1.457258065,19.20887097,144.5455645,165.7858871,-164.0802419,-50.12016129,-156.8137097
408,Secrets,OneRepublic,dance pop,481.3782258,27.69435484,36.71370968,-1.446774194,19.20806452,144.7927419,165.5959677,-164.5879032,-50.28870968,-157.4822581
409,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,482.4262097,27.54556452,36.62298387,-1.436290323,19.20725806,145.0399194,165.4060484,-165.0955645,-50.45725806,-158.1508065
410,Only Girl (In The World),Rihanna,barbadian pop,483.4741935,27.39677419,36.53225806,-1.425806452,19.20645161,145.2870968,165.216129,-165.6032258,-50.62580645,-158.8193548
411,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,484.5221774,27.24798387,36.44153226,-1.415322581,19.20564516,145.5342742,165.0262097,-166.1108871,-50.79435484,-159.4879032
412,Marry You,Bruno Mars,pop,485.5701613,27.09919355,36.35080645,-1.40483871,19.20483871,145.7814516,164.8362903,-166.6185484,-50.96290323,-160.1564516
413,Cooler Than Me - Single Mix,Mike Posner,dance pop,486.6181452,26.95040323,36.26008065,-1.394354839,19.20403226,146.028629,164.646371,-167.1262097,-51.13145161,-160.825
414,Telephone,Lady Gaga,dance pop,487.666129,26.8016129,36.16935484,-1.383870968,19.20322581,146.2758065,164.4564516,-167.633871,-51.3,-161.4935484
415,Like A G13,Far East Movement,dance pop,488.7141129,26.65282258,36.07862903,-1.373387097,19.20241935,146.5229839,164.2665323,-168.1415323,-51.46854839,-162.1620968
416,OMG (feat. will.i.am),Usher,atl hip hop,489.7620968,26.50403226,35.98790323,-1.362903226,19.2016129,146.7701613,164.0766129,-168.6491935,-51.63709677,-162.8306452
417,Eenie Meenie,Sean Kingston,dance pop,490.8100806,26.35524194,35.89717742,-1.352419355,19.20080645,147.0173387,163.8866935,-169.1568548,-51.80564516,-163.4991935
418,The Time (Dirty Bit),The Black Eyed Peas,dance pop,491.8580645,26.20645161,35.80645161,-1.341935484,19.2,147.2645161,163.6967742,-169.6645161,-51.97419355,-164.1677419
419,Alejandro,Lady Gaga,dance pop,492.9060484,26.05766129,35.71572581,-1.331451613,19.19919355,147.5116935,163.5068548,-170.1721774,-52.14274194,-164.8362903
420,Your Love Is My Drug,Kesha,dance pop,493.9540323,25.90887097,35.625,-1.320967742,19.1983871,147.758871,163.3169355,-170.6798387,-52.31129032,-165.5048387
421,Meet Me Halfway,The Black Eyed Peas,dance pop,495.0020161,25.76008065,35.53427419,-1.310483871,19.19758065,148.0060484,163.1270161,-171.1875,-52.47983871,-166.1733871
422,Whataya Want from Me,Adam Lambert,australian pop,496.05,25.61129032,35.44354839,-1.3,19.19677419,148.2532258,162.9370968,-171.6951613,-52.6483871,-166.8419355
423,Take It Off,Kesha,dance pop,497.0979839,25.4625,35.35282258,-1.289516129,19.19596774,148.5004032,162.7471774,-172.2028226,-52.81693548,-167.5104839
424,Misery,Maroon 12,pop,498.1459677,25.31370968,35.26209677,-1.279032258,19.19516129,148.7475806,162.5572581,-172.7104839,-52.98548387,-168.1790323
425,All The Right Moves,OneRepublic,dance pop,499.1939516,25.16491935,35.17137097,-1.268548387,19.19435484,148.9947581,162.3673387,-173.2181452,-53.15403226,-168.8475806
426,Animal,Neon Trees,indie pop,500.2419355,25.01612903,35.08064516,-1.258064516,19.19354839,149.2419355,162.1774194,-173.7258065,-53.32258065,-169.516129
427,Naturally,Selena Gomez & The Scene,dance pop,501.2899194,24.86733871,34.98991935,-1.247580645,19.19274194,149.4891129,161.9875,-174.2334677,-53.49112903,-170.1846774
428,I Like It,Enrique Iglesias,dance pop,502.3379032,24.71854839,34.89919355,-1.237096774,19.19193548,149.7362903,161.7975806,-174.741129,-53.65967742,-170.8532258
429,Teenage Dream,Katy Perry,dance pop,503.3858871,24.56975806,34.80846774,-1.226612903,19.19112903,149.9834677,161.6076613,-175.2487903,-53.82822581,-171.5217742
430,California Gurls,Katy Perry,dance pop,504.433871,24.42096774,34.71774194,-1.216129032,19.19032258,150.2306452,161.4177419,-175.7564516,-53.99677419,-172.1903226
431,10,Britney Spears,dance pop,505.4818548,24.27217742,34.62701613,-1.205645161,19.18951613,150.4778226,161.2278226,-176.2641129,-54.16532258,-172.858871
432,"Hey, Soul Sister",Train,neo mellow,506.5298387,24.1233871,34.53629032,-1.19516129,19.18870968,150.725,161.0379032,-176.7717742,-54.33387097,-173.5274194
433,Love The Way You Lie,Eminem,detroit hip hop,507.5778226,23.97459677,34.44556452,-1.184677419,19.18790323,150.9721774,160.8479839,-177.2794355,-54.50241935,-174.1959677
434,TiK ToK,Kesha,dance pop,508.6258065,23.82580645,34.35483871,-1.174193548,19.18709677,151.2193548,160.6580645,-177.7870968,-54.67096774,-174.8645161
435,Bad Romance,Lady Gaga,dance pop,509.6737903,23.67701613,34.2641129,-1.163709677,19.18629032,151.4665323,160.4681452,-178.2947581,-54.83951613,-175.5330645
436,Just the Way You Are,Bruno Mars,pop,510.7217742,23.52822581,34.1733871,-1.153225806,19.18548387,151.7137097,160.2782258,-178.8024194,-55.00806452,-176.2016129
437,Baby,Justin Bieber,canadian pop,511.7697581,23.37943548,34.08266129,-1.142741935,19.18467742,151.9608871,160.0883065,-179.3100806,-55.1766129,-176.8701613
438,Dynamite,Taio Cruz,dance pop,512.8177419,23.23064516,33.99193548,-1.132258065,19.18387097,152.2080645,159.8983871,-179.8177419,-55.34516129,-177.5387097
439,Secrets,OneRepublic,dance pop,513.8657258,23.08185484,33.90120968,-1.121774194,19.18306452,152.4552419,159.7084677,-180.3254032,-55.51370968,-178.2072581
440,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,514.9137097,22.93306452,33.81048387,-1.111290323,19.18225806,152.7024194,159.5185484,-180.8330645,-55.68225806,-178.8758065
441,Only Girl (In The World),Rihanna,barbadian pop,515.9616935,22.78427419,33.71975806,-1.100806452,19.18145161,152.9495968,159.328629,-181.3407258,-55.85080645,-179.5443548
442,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,517.0096774,22.63548387,33.62903226,-1.090322581,19.18064516,153.1967742,159.1387097,-181.8483871,-56.01935484,-180.2129032
443,Marry You,Bruno Mars,pop,518.0576613,22.48669355,33.53830645,-1.07983871,19.17983871,153.4439516,158.9487903,-182.3560484,-56.18790323,-180.8814516
444,Cooler Than Me - Single Mix,Mike Posner,dance pop,519.1056452,22.33790323,33.44758065,-1.069354839,19.17903226,153.691129,158.758871,-182.8637097,-56.35645161,-181.55
445,Telephone,Lady Gaga,dance pop,520.153629,22.1891129,33.35685484,-1.058870968,19.17822581,153.9383065,158.5689516,-183.371371,-56.525,-182.2185484
446,Like A G14,Far East Movement,dance pop,521.2016129,22.04032258,33.26612903,-1.048387097,19.17741935,154.1854839,158.3790323,-183.8790323,-56.69354839,-182.8870968
447,OMG (feat. will.i.am),Usher,atl hip hop,522.2495968,21.89153226,33.17540323,-1.037903226,19.1766129,154.4326613,158.1891129,-184.3866935,-56.86209677,-183.5556452
448,Eenie Meenie,Sean Kingston,dance pop,523.2975806,21.74274194,33.08467742,-1.027419355,19.17580645,154.6798387,157.9991935,-184.8943548,-57.03064516,-184.2241935
449,The Time (Dirty Bit),The Black Eyed Peas,dance pop,524.3455645,21.59395161,32.99395161,-1.016935484,19.175,154.9270161,157.8092742,-185.4020161,-57.19919355,-184.8927419
450,Alejandro,Lady Gaga,dance pop,525.3935484,21.44516129,32.90322581,-1.006451613,19.17419355,155.1741935,157.6193548,-185.9096774,-57.36774194,-185.5612903
451,"Hey, Soul Sister",Train,neo mellow,526.4415323,21.29637097,32.8125,-0.995967742,19.1733871,155.421371,157.4294355,-186.4173387,-57.53629032,-186.2298387
452,Love The Way You Lie,Eminem,detroit hip hop,527.4895161,21.14758065,32.72177419,-0.985483871,19.17258065,155.6685484,157.2395161,-186.925,-57.70483871,-186.8983871
453,TiK ToK,Kesha,dance pop,528.5375,20.99879032,32.63104839,-0.975,19.17177419,155.9157258,157.0495968,-187.4326613,-57.8733871,-187.5669355
454,Bad Romance,Lady Gaga,dance pop,529.5854839,20.85,32.54032258,-0.964516129,19.17096774,156.1629032,156.8596774,-187.9403226,-58.04193548,-188.2354839
455,Just the Way You Are,Bruno Mars,pop,530.6334677,20.70120968,32.44959677,-0.954032258,19.17016129,156.4100806,156.6697581,-188.4479839,-58.21048387,-188.9040323
456,Baby,Justin Bieber,canadian pop,531.6814516,20.55241935,32.35887097,-0.943548387,19.16935484,156.6572581,156.4798387,-188.9556452,-58.37903226,-189.5725806
457,Dynamite,Taio Cruz,dance pop,532.7294355,20.40362903,32.26814516,-0.933064516,19.16854839,156.9044355,156.2899194,-189.4633065,-58.54758065,-190.241129
458,Secrets,OneRepublic,dance pop,533.7774194,20.25483871,32.17741935,-0.922580645,19.16774194,157.1516129,156.1,-189.9709677,-58.71612903,-190.9096774
459,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,534.8254032,20.10604839,32.08669355,-0.912096774,19.16693548,157.3987903,155.9100806,-190.478629,-58.88467742,-191.5782258
460,Only Girl (In The World),Rihanna,barbadian pop,535.8733871,19.95725806,31.99596774,-0.901612903,19.16612903,157.6459677,155.7201613,-190.9862903,-59.05322581,-192.2467742
461,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,536.921371,19.80846774,31.90524194,-0.891129032,19.16532258,157.8931452,155.5302419,-191.4939516,-59.22177419,-192.9153226
462,Marry You,Bruno Mars,pop,537.9693548,19.65967742,31.81451613,-0.880645161,19.16451613,158.1403226,155.3403226,-192.0016129,-59.39032258,-193.583871
463,Cooler Than Me - Single Mix,Mike Posner,dance pop,539.0173387,19.5108871,31.72379032,-0.87016129,19.16370968,158.3875,155.1504032,-192.5092742,-59.55887097,-194.2524194
464,Telephone,Lady Gaga,dance pop,540.0653226,19.36209677,31.63306452,-0.859677419,19.16290323,158.6346774,154.9604839,-193.0169355,-59.72741935,-194.9209677
465,Like A G14,Far East Movement,dance pop,541.1133065,19.21330645,31.54233871,-0.849193548,19.16209677,158.8818548,154.7705645,-193.5245968,-59.89596774,-195.5895161
466,OMG (feat. will.i.am),Usher,atl hip hop,542.1612903,19.06451613,31.4516129,-0.838709677,19.16129032,159.1290323,154.5806452,-194.0322581,-60.06451613,-196.2580645
467,Eenie Meenie,Sean Kingston,dance pop,543.2092742,18.91572581,31.3608871,-0.828225806,19.16048387,159.3762097,154.3907258,-194.5399194,-60.23306452,-196.9266129
468,The Time (Dirty Bit),The Black Eyed Peas,dance pop,544.2572581,18.76693548,31.27016129,-0.817741935,19.15967742,159.6233871,154.2008065,-195.0475806,-60.4016129,-197.5951613
469,Alejandro,Lady Gaga,dance pop,545.3052419,18.61814516,31.17943548,-0.807258065,19.15887097,159.8705645,154.0108871,-195.5552419,-60.57016129,-198.2637097
470,Your Love Is My Drug,Kesha,dance pop,546.3532258,18.46935484,31.08870968,-0.796774194,19.15806452,160.1177419,153.8209677,-196.0629032,-60.73870968,-198.9322581
471,Meet Me Halfway,The Black Eyed Peas,dance pop,547.4012097,18.32056452,30.99798387,-0.786290323,19.15725806,160.3649194,153.6310484,-196.5705645,-60.90725806,-199.6008065
472,Whataya Want from Me,Adam Lambert,australian pop,548.4491935,18.17177419,30.90725806,-0.775806452,19.15645161,160.6120968,153.441129,-197.0782258,-61.07580645,-200.2693548
473,Take It Off,Kesha,dance pop,549.4971774,18.02298387,30.81653226,-0.765322581,19.15564516,160.8592742,153.2512097,-197.5858871,-61.24435484,-200.9379032
474,Misery,Maroon 13,pop,550.5451613,17.87419355,30.72580645,-0.75483871,19.15483871,161.1064516,153.0612903,-198.0935484,-61.41290323,-201.6064516
475,All The Right Moves,OneRepublic,dance pop,551.5931452,17.72540323,30.63508065,-0.744354839,19.15403226,161.353629,152.871371,-198.6012097,-61.58145161,-202.275
476,Animal,Neon Trees,indie pop,552.641129,17.5766129,30.54435484,-0.733870968,19.15322581,161.6008065,152.6814516,-199.108871,-61.75,-202.9435484
477,Naturally,Selena Gomez & The Scene,dance pop,553.6891129,17.42782258,30.45362903,-0.723387097,19.15241935,161.8479839,152.4915323,-199.6165323,-61.91854839,-203.6120968
478,I Like It,Enrique Iglesias,dance pop,554.7370968,17.27903226,30.36290323,-0.712903226,19.1516129,162.0951613,152.3016129,-200.1241935,-62.08709677,-204.2806452
479,Teenage Dream,Katy Perry,dance pop,555.7850806,17.13024194,30.27217742,-0.702419355,19.15080645,162.3423387,152.1116935,-200.6318548,-62.25564516,-204.9491935
480,California Gurls,Katy Perry,dance pop,556.8330645,16.98145161,30.18145161,-0.691935484,19.15,162.5895161,151.9217742,-201.1395161,-62.42419355,-205.6177419
481,11,Britney Spears,dance pop,557.8810484,16.83266129,30.09072581,-0.681451613,19.14919355,162.8366935,151.7318548,-201.6471774,-62.59274194,-206.2862903
482,"Hey, Soul Sister",Train,neo mellow,558.9290323,16.68387097,30,-0.670967742,19.1483871,163.083871,151.5419355,-202.1548387,-62.76129032,-206.9548387
483,Love The Way You Lie,Eminem,detroit hip hop,559.9770161,16.53508065,29.90927419,-0.660483871,19.14758065,163.3310484,151.3520161,-202.6625,-62.92983871,-207.6233871
484,TiK ToK,Kesha,dance pop,561.025,16.38629032,29.81854839,-0.65,19.14677419,163.5782258,151.1620968,-203.1701613,-63.0983871,-208.2919355
485,Bad Romance,Lady Gaga,dance pop,562.0729839,16.2375,29.72782258,-0.639516129,19.14596774,163.8254032,150.9721774,-203.6778226,-63.26693548,-208.9604839
486,Just the Way You Are,Bruno Mars,pop,563.1209677,16.08870968,29.63709677,-0.629032258,19.14516129,164.0725806,150.7822581,-204.1854839,-63.43548387,-209.6290323
487,Baby,Justin Bieber,canadian pop,564.1689516,15.93991935,29.54637097,-0.618548387,19.14435484,164.3197581,150.5923387,-204.6931452,-63.60403226,-210.2975806
488,Dynamite,Taio Cruz,dance pop,565.2169355,15.79112903,29.45564516,-0.608064516,19.14354839,164.5669355,150.4024194,-205.2008065,-63.77258065,-210.966129
489,Secrets,OneRepublic,dance pop,566.2649194,15.64233871,29.36491935,-0.597580645,19.14274194,164.8141129,150.2125,-205.7084677,-63.94112903,-211.6346774
490,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,567.3129032,15.49354839,29.27419355,-0.587096774,19.14193548,165.0612903,150.0225806,-206.216129,-64.10967742,-212.3032258
491,Only Girl (In The World),Rihanna,barbadian pop,568.3608871,15.34475806,29.18346774,-0.576612903,19.14112903,165.3084677,149.8326613,-206.7237903,-64.27822581,-212.9717742
492,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,569.408871,15.19596774,29.09274194,-0.566129032,19.14032258,165.5556452,149.6427419,-207.2314516,-64.44677419,-213.6403226
493,Marry You,Bruno Mars,pop,570.4568548,15.04717742,29.00201613,-0.555645161,19.13951613,165.8028226,149.4528226,-207.7391129,-64.61532258,-214.308871
494,Cooler Than Me - Single Mix,Mike Posner,dance pop,571.5048387,14.8983871,28.91129032,-0.54516129,19.13870968,166.05,149.2629032,-208.2467742,-64.78387097,-214.9774194
495,Telephone,Lady Gaga,dance pop,572.5528226,14.74959677,28.82056452,-0.534677419,19.13790323,166.2971774,149.0729839,-208.7544355,-64.95241935,-215.6459677
496,Like A G15,Far East Movement,dance pop,573.6008065,14.60080645,28.72983871,-0.524193548,19.13709677,166.5443548,148.8830645,-209.2620968,-65.12096774,-216.3145161
497,OMG (feat. will.i.am),Usher,atl hip hop,574.6487903,14.45201613,28.6391129,-0.513709677,19.13629032,166.7915323,148.6931452,-209.7697581,-65.28951613,-216.9830645
498,Eenie Meenie,Sean Kingston,dance pop,575.6967742,14.30322581,28.5483871,-0.503225806,19.13548387,167.0387097,148.5032258,-210.2774194,-65.45806452,-217.6516129
499,The Time (Dirty Bit),The Black Eyed Peas,dance pop,576.7447581,14.15443548,28.45766129,-0.492741935,19.13467742,167.2858871,148.3133065,-210.7850806,-65.6266129,-218.3201613
500,Alejandro,Lady Gaga,dance pop,577.7927419,14.00564516,28.36693548,-0.482258065,19.13387097,167.5330645,148.1233871,-211.2927419,-65.79516129,-218.9887097
501,"Hey, Soul Sister",Train,neo mellow,578.8407258,13.85685484,28.27620968,-0.471774194,19.13306452,167.7802419,147.9334677,-211.8004032,-65.96370968,-219.6572581
502,Love The Way You Lie,Eminem,detroit hip hop,579.8887097,13.70806452,28.18548387,-0.461290323,19.13225806,168.0274194,147.7435484,-212.3080645,-66.13225806,-220.3258065
503,TiK ToK,Kesha,dance pop,580.9366935,13.55927419,28.09475806,-0.450806452,19.13145161,168.2745968,147.553629,-212.8157258,-66.30080645,-220.9943548
504,Bad Romance,Lady Gaga,dance pop,581.9846774,13.41048387,28.00403226,-0.440322581,19.13064516,168.5217742,147.3637097,-213.3233871,-66.46935484,-221.6629032
505,Just the Way You Are,Bruno Mars,pop,583.0326613,13.26169355,27.91330645,-0.42983871,19.12983871,168.7689516,147.1737903,-213.8310484,-66.63790323,-222.3314516
506,Baby,Justin Bieber,canadian pop,584.0806452,13.11290323,27.82258065,-0.419354839,19.12903226,169.016129,146.983871,-214.3387097,-66.80645161,-223
507,Dynamite,Taio Cruz,dance pop,585.128629,12.9641129,27.73185484,-0.408870968,19.12822581,169.2633065,146.7939516,-214.846371,-66.975,-223.6685484
508,Secrets,OneRepublic,dance pop,586.1766129,12.81532258,27.64112903,-0.398387097,19.12741935,169.5104839,146.6040323,-215.3540323,-67.14354839,-224.3370968
509,Empire State of Mind (Part II) Broken Down,Alicia Keys,hip pop,587.2245968,12.66653226,27.55040323,-0.387903226,19.1266129,169.7576613,146.4141129,-215.8616935,-67.31209677,-225.0056452
510,Only Girl (In The World),Rihanna,barbadian pop,588.2725806,12.51774194,27.45967742,-0.377419355,19.12580645,170.0048387,146.2241935,-216.3693548,-67.48064516,-225.6741935
511,Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,589.3205645,12.36895161,27.36895161,-0.366935484,19.125,170.2520161,146.0342742,-216.8770161,-67.64919355,-226.3427419
512,Marry You,Bruno Mars,pop,590.3685484,12.22016129,27.27822581,-0.356451613,19.12419355,170.4991935,145.8443548,-217.3846774,-67.81774194,-227.0112903
513,Cooler Than Me - Single Mix,Mike Posner,dance pop,591.4165323,12.07137097,27.1875,-0.345967742,19.1233871,170.746371,145.6544355,-217.8923387,-67.98629032,-227.6798387
514,Telephone,Lady Gaga,dance pop,592.4645161,11.92258065,27.09677419,-0.335483871,19.12258065,170.9935484,145.4645161,-218.4,-68.15483871,-228.3483871
515,Like A G15,Far East Movement,dance pop,593.5125,11.77379032,27.00604839,-0.325,19.12177419,171.2407258,145.2745968,-218.9076613,-68.3233871,-229.0169355
516,OMG (feat. will.i.am),Usher,atl hip hop,594.5604839,11.625,26.91532258,-0.314516129,19.12096774,171.4879032,145.0846774,-219.4153226,-68.49193548,-229.6854839
517,Eenie Meenie,Sean Kingston,dance pop,595.6084677,11.47620968,26.82459677,-0.304032258,19.12016129,171.7350806,144.8947581,-219.9229839,-68.66048387,-230.3540323
518,The Time (Dirty Bit),The Black Eyed Peas,dance pop,596.6564516,11.32741935,26.73387097,-0.293548387,19.11935484,171.9822581,144.7048387,-220.4306452,-68.82903226,-231.0225806
519,Alejandro,Lady Gaga,dance pop,597.7044355,11.17862903,26.64314516,-0.283064516,19.11854839,172.2294355,144.5149194,-220.9383065,-68.99758065,-231.691129
520,Your Love Is My Drug,Kesha,dance pop,598.7524194,11.02983871,26.55241935,-0.272580645,19.11774194,172.4766129,144.325,-221.4459677,-69.16612903,-232.3596774
521,Meet Me Halfway,The Black Eyed Peas,dance pop,599.8004032,10.88104839,26.46169355,-0.262096774,19.11693548,172.7237903,144.1350806,-221.953629,-69.33467742,-233.0282258
522,Whataya Want from Me,Adam Lambert,australian pop,600.8483871,10.73225806,26.37096774,-0.251612903,19.11612903,172.9709677,143.9451613,-222.4612903,-69.50322581,-233.6967742
